"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002682","regulation of immune system process","2/6","156/17269",0.0128205128205128,36.8995726495726,8.39705528762384,0.00118765286054811,0.0338481065256211,0.0162520917759215,"AT1G44830/AT5G11410",2
"GO:0050776","regulation of immune response","2/6","156/17269",0.0128205128205128,36.8995726495726,8.39705528762384,0.00118765286054811,0.0338481065256211,0.0162520917759215,"AT1G44830/AT5G11410",2
"GO:0002831","regulation of response to biotic stimulus","2/6","256/17269",0.0078125,22.4856770833333,6.45679630593184,0.00315698764267041,0.0395111829185208,0.0189712050947653,"AT1G44830/AT5G11410",2
"GO:0032101","regulation of response to external stimulus","2/6","256/17269",0.0078125,22.4856770833333,6.45679630593184,0.00315698764267041,0.0395111829185208,0.0189712050947653,"AT1G44830/AT5G11410",2
"GO:0031347","regulation of defense response","2/6","331/17269",0.00604229607250755,17.3907351460222,5.61332096111984,0.00522118106523465,0.0395111829185208,0.0189712050947653,"AT1G44830/AT5G11410",2
"GO:0006955","immune response","2/6","341/17269",0.00586510263929619,16.880742913001,5.52183835966219,0.00553329697085505,0.0395111829185208,0.0189712050947653,"AT1G44830/AT5G11410",2
"GO:0002376","immune system process","2/6","345/17269",0.00579710144927536,16.6850241545894,5.48632765425142,0.00566053814159567,0.0395111829185208,0.0189712050947653,"AT1G44830/AT5G11410",2
"GO:0009861","jasmonic acid and ethylene-dependent systemic resistance","1/6","17/17269",0.0588235294117647,169.303921568627,12.9430754024364,0.00589287152209517,0.0395111829185208,0.0189712050947653,"AT1G44830",1
"GO:1990641","response to iron ion starvation","1/6","18/17269",0.0555555555555556,159.898148148148,12.5743765266722,0.00623860782924013,0.0395111829185208,0.0189712050947653,"AT5G05390",1
"GO:0009269","response to desiccation","1/6","24/17269",0.0416666666666667,119.923611111111,10.8687755303532,0.0083109221253711,0.0436622824894847,0.0209643461630028,"AT1G76180",1
"GO:0009875","pollen-pistil interaction","1/6","29/17269",0.0344827586206897,99.2471264367816,9.8716269503256,0.0100350986154041,0.0436622824894847,0.0209643461630028,"AT5G11410",1
"GO:1900426","positive regulation of defense response to bacterium","1/6","30/17269",0.0333333333333333,95.9388888888889,9.70258033143226,0.0103796339639136,0.0436622824894847,0.0209643461630028,"AT5G11410",1
"GO:0080134","regulation of response to stress","2/6","477/17269",0.00419287211740042,12.067784765898,4.56990520567957,0.0106087606656642,0.0436622824894847,0.0209643461630028,"AT1G44830/AT5G11410",2
"GO:0032885","regulation of polysaccharide biosynthetic process","1/6","31/17269",0.032258064516129,92.8440860215054,9.54172982517016,0.0107240693833822,0.0436622824894847,0.0209643461630028,"AT1G44830",1
